id,acc_open_past_24mths,mo_sin_old_il_acct,mo_sin_rcnt_tl,open_acc_6m,mths_since_rcnt_il,chargeoff_within_12_mths,collections_12_mths_ex_med,delinq_2yrs,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,open_il_12m,open_il_24m,avg_cur_bal,percent_bc_gt_75,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_rv_12m,open_rv_24m,earliest_cr_line
380,7.0,147.0,6.0,,,0.0,0.0,0.0,223.0,12.0,,,41567.0,40.0,0.0,0.0,0.0,4.0,,,May-1996
381,3.0,256.0,3.0,,,0.0,0.0,2.0,280.0,3.0,,,47634.0,100.0,0.0,0.0,0.0,2.0,,,Aug-1991
382,8.0,133.0,5.0,,,0.0,0.0,0.0,287.0,5.0,,,1220.0,85.7,0.0,0.0,0.0,2.0,,,Jan-1991
383,9.0,166.0,5.0,,,0.0,0.0,0.0,167.0,5.0,,,20703.0,66.7,0.0,0.0,0.0,2.0,,,Jan-2001
384,3.0,91.0,5.0,,,0.0,0.0,0.0,158.0,5.0,,,3076.0,66.7,0.0,0.0,0.0,1.0,,,Jul-2001
385,6.0,168.0,8.0,,,0.0,0.0,0.0,169.0,13.0,,,2783.0,20.0,0.0,0.0,0.0,1.0,,,Nov-2000
386,6.0,80.0,4.0,,,0.0,0.0,0.0,81.0,11.0,,,6050.0,33.3,0.0,0.0,0.0,4.0,,,Apr-1994
387,8.0,86.0,7.0,,,0.0,0.0,0.0,120.0,15.0,,,2998.0,37.5,0.0,0.0,0.0,2.0,,,Dec-2004
388,4.0,120.0,11.0,,,0.0,0.0,0.0,115.0,11.0,,,35950.0,100.0,0.0,0.0,0.0,1.0,,,Dec-2004
389,0.0,66.0,25.0,,,0.0,0.0,0.0,67.0,25.0,,,3048.0,33.3,0.0,0.0,0.0,0.0,,,May-2009
390,6.0,141.0,8.0,,,0.0,0.0,0.0,230.0,8.0,,,15419.0,16.7,0.0,0.0,0.0,3.0,,,Oct-1995
391,6.0,131.0,1.0,,,0.0,0.0,0.0,200.0,1.0,,,416.0,14.3,0.0,0.0,0.0,4.0,,,Apr-1998
392,13.0,252.0,1.0,,,0.0,0.0,1.0,166.0,1.0,,,1388.0,57.1,0.0,0.0,0.0,5.0,,,Dec-1993
393,1.0,123.0,20.0,,,0.0,0.0,0.0,101.0,20.0,,,5920.0,100.0,0.0,0.0,0.0,0.0,,,Sep-2004
394,4.0,62.0,6.0,,,0.0,0.0,0.0,81.0,6.0,,,7166.0,33.3,0.0,0.0,0.0,2.0,,,Mar-2008
395,8.0,38.0,3.0,,,0.0,0.0,0.0,29.0,3.0,,,2040.0,100.0,0.0,0.0,0.0,3.0,,,Oct-2011
396,2.0,148.0,14.0,,,0.0,0.0,0.0,263.0,72.0,,,14052.0,100.0,0.0,0.0,0.0,0.0,,,Jan-1993
397,4.0,15.0,3.0,,,0.0,0.0,0.0,125.0,3.0,,,23669.0,100.0,0.0,0.0,0.0,3.0,,,Jul-2004
398,2.0,115.0,17.0,,,0.0,0.0,0.0,94.0,17.0,,,24099.0,50.0,0.0,0.0,0.0,0.0,,,May-2005
399,6.0,76.0,6.0,,,0.0,0.0,1.0,72.0,21.0,,,7023.0,25.0,0.0,0.0,0.0,1.0,,,Aug-2008
400,7.0,131.0,6.0,,,0.0,0.0,0.0,212.0,6.0,,,2089.0,100.0,0.0,0.0,0.0,3.0,,,Apr-1997
401,1.0,122.0,11.0,,,0.0,1.0,0.0,90.0,41.0,,,10333.0,100.0,0.0,0.0,0.0,1.0,,,Oct-2004
402,4.0,166.0,6.0,,,0.0,0.0,0.0,92.0,11.0,,,12922.0,100.0,0.0,0.0,0.0,2.0,,,Feb-2001
403,10.0,130.0,1.0,,,0.0,0.0,0.0,118.0,6.0,,,7488.0,12.5,0.0,0.0,0.0,6.0,,,Feb-2004
404,10.0,63.0,4.0,,,0.0,0.0,0.0,149.0,7.0,,,32483.0,0.0,0.0,0.0,0.0,5.0,,,Jul-2002
405,5.0,136.0,3.0,,,0.0,0.0,2.0,316.0,3.0,,,6047.0,28.6,0.0,1.0,0.0,2.0,,,Aug-1988
406,5.0,175.0,9.0,,,0.0,0.0,3.0,150.0,9.0,,,1991.0,0.0,0.0,0.0,1.0,2.0,,,May-2000
407,1.0,123.0,7.0,,,0.0,0.0,1.0,109.0,7.0,,,20312.0,100.0,0.0,0.0,0.0,1.0,,,Sep-2004
408,5.0,124.0,5.0,,,0.0,0.0,0.0,105.0,47.0,,,24437.0,66.7,0.0,0.0,0.0,2.0,,,Aug-2004
409,4.0,111.0,5.0,,,0.0,0.0,0.0,101.0,5.0,,,1842.0,25.0,0.0,0.0,0.0,2.0,,,Sep-2005
410,2.0,257.0,1.0,,,0.0,0.0,0.0,133.0,1.0,,,2485.0,37.5,0.0,0.0,0.0,2.0,,,Jul-1993
411,5.0,125.0,5.0,,,0.0,0.0,0.0,336.0,5.0,,,1214.0,0.0,0.0,0.0,0.0,3.0,,,Dec-1986
412,11.0,180.0,4.0,,,0.0,0.0,2.0,205.0,4.0,,,15577.0,0.0,0.0,0.0,1.0,5.0,,,Nov-1997
413,2.0,128.0,12.0,,,0.0,0.0,0.0,156.0,51.0,,,2586.0,0.0,0.0,0.0,0.0,1.0,,,Dec-2001
414,11.0,106.0,1.0,,,0.0,0.0,1.0,172.0,1.0,,,820.0,20.0,0.0,0.0,0.0,6.0,,,Aug-2000
415,1.0,26.0,24.0,,,0.0,0.0,0.0,294.0,24.0,,,1993.0,0.0,0.0,0.0,0.0,0.0,,,Jun-1990
416,6.0,408.0,2.0,,,0.0,0.0,0.0,287.0,2.0,,,52732.0,50.0,0.0,0.0,0.0,4.0,,,Dec-1980
417,6.0,24.0,5.0,,,0.0,0.0,0.0,62.0,23.0,,,4923.0,66.7,0.0,0.0,0.0,1.0,,,Oct-2009
418,5.0,100.0,7.0,,,0.0,0.0,0.0,148.0,7.0,,,4230.0,100.0,0.0,0.0,0.0,3.0,,,Aug-2002
419,2.0,43.0,6.0,,,0.0,0.0,0.0,120.0,10.0,,,3910.0,,0.0,0.0,0.0,2.0,,,Mar-2002
420,10.0,253.0,1.0,,,0.0,0.0,0.0,230.0,1.0,,,16608.0,75.0,0.0,0.0,0.0,3.0,,,Nov-1993
421,3.0,118.0,4.0,,,0.0,0.0,6.0,374.0,9.0,,,12925.0,20.0,0.0,1.0,1.0,3.0,,,Oct-1983
422,6.0,15.0,6.0,,,0.0,0.0,0.0,99.0,13.0,,,1379.0,66.7,0.0,0.0,0.0,1.0,,,Sep-2006
423,4.0,161.0,1.0,,,0.0,0.0,1.0,265.0,1.0,,,25767.0,50.0,0.0,0.0,0.0,2.0,,,Nov-1992
424,3.0,169.0,13.0,,,0.0,0.0,0.0,166.0,19.0,,,21624.0,50.0,0.0,0.0,0.0,0.0,,,Nov-2000
425,2.0,116.0,17.0,,,0.0,0.0,0.0,167.0,17.0,,,2431.0,100.0,0.0,0.0,0.0,0.0,,,Jan-2001
426,2.0,64.0,18.0,,,0.0,0.0,0.0,25.0,18.0,,,1123.0,0.0,0.0,0.0,0.0,0.0,,,Aug-2009
427,1.0,72.0,14.0,,,0.0,0.0,2.0,171.0,31.0,,,3034.0,100.0,0.0,0.0,1.0,0.0,,,Sep-2000
428,1.0,36.0,17.0,,,0.0,0.0,0.0,125.0,32.0,,,47096.0,100.0,0.0,0.0,0.0,0.0,,,Jul-2004
429,7.0,143.0,5.0,,,0.0,0.0,0.0,188.0,5.0,,,49464.0,100.0,0.0,0.0,0.0,2.0,,,Apr-1999
430,9.0,127.0,1.0,,,0.0,0.0,0.0,325.0,1.0,,,2844.0,20.0,0.0,0.0,0.0,4.0,,,Nov-1987
431,3.0,4.0,2.0,,,0.0,0.0,0.0,163.0,2.0,,,6333.0,66.7,0.0,0.0,0.0,3.0,,,May-2001
432,11.0,135.0,7.0,,,0.0,0.0,0.0,204.0,7.0,,,9466.0,100.0,0.0,0.0,0.0,2.0,,,Dec-1997
433,6.0,124.0,1.0,,,0.0,0.0,0.0,200.0,1.0,,,2137.0,25.0,0.0,0.0,0.0,4.0,,,Apr-1998
434,2.0,126.0,5.0,,,0.0,0.0,0.0,156.0,5.0,,,2986.0,60.0,0.0,0.0,0.0,1.0,,,Dec-2001
435,5.0,138.0,1.0,,,0.0,0.0,1.0,178.0,1.0,,,19789.0,33.3,0.0,0.0,1.0,4.0,,,Feb-2000
436,8.0,214.0,3.0,,,0.0,0.0,0.0,33.0,3.0,,,7093.0,0.0,0.0,0.0,0.0,7.0,,,Feb-1997
437,4.0,135.0,6.0,,,0.0,0.0,0.0,40.0,6.0,,,12665.0,50.0,0.0,0.0,0.0,2.0,,,Aug-2003
438,2.0,123.0,14.0,,,1.0,0.0,1.0,119.0,14.0,,,6870.0,50.0,0.0,0.0,1.0,0.0,,,Sep-2004
439,6.0,8.0,4.0,,,0.0,0.0,0.0,77.0,4.0,,,1790.0,25.0,0.0,0.0,0.0,4.0,,,Jul-2008
440,4.0,123.0,1.0,,,0.0,0.0,1.0,184.0,18.0,,,42309.0,33.3,0.0,0.0,0.0,1.0,,,Aug-1999
441,2.0,134.0,14.0,,,0.0,0.0,3.0,317.0,24.0,,,15035.0,33.3,0.0,1.0,0.0,0.0,,,Jul-1988
442,0.0,127.0,68.0,,,0.0,0.0,1.0,291.0,68.0,,,2222.0,100.0,0.0,0.0,1.0,0.0,,,Sep-1990
443,0.0,177.0,63.0,,,0.0,0.0,0.0,138.0,63.0,,,7498.0,66.7,0.0,0.0,0.0,0.0,,,Mar-2000
444,2.0,98.0,22.0,,,0.0,0.0,1.0,174.0,22.0,,,40127.0,0.0,0.0,0.0,0.0,0.0,,,Mar-2000
445,7.0,92.0,2.0,,,0.0,0.0,1.0,144.0,2.0,,,1518.0,37.5,0.0,0.0,1.0,4.0,,,Feb-1995
446,8.0,143.0,6.0,,,0.0,0.0,1.0,291.0,7.0,,,21513.0,40.0,0.0,0.0,1.0,3.0,,,Sep-1990
447,3.0,9.0,9.0,,,0.0,0.0,0.0,102.0,23.0,,,2335.0,100.0,0.0,0.0,0.0,1.0,,,Jun-2006
448,3.0,99.0,10.0,,,0.0,0.0,0.0,114.0,14.0,,,5447.0,25.0,0.0,0.0,0.0,1.0,,,Jun-2005
449,6.0,144.0,4.0,,,0.0,0.0,0.0,319.0,4.0,,,12940.0,66.7,0.0,0.0,0.0,2.0,,,May-1988
450,7.0,136.0,1.0,,,0.0,0.0,1.0,178.0,1.0,,,8367.0,66.7,0.0,0.0,0.0,3.0,,,Feb-2000
451,1.0,132.0,15.0,,,0.0,0.0,0.0,278.0,15.0,,,37595.0,50.0,0.0,0.0,0.0,0.0,,,Oct-1991
452,1.0,146.0,14.0,,,0.0,0.0,2.0,206.0,32.0,,,29640.0,33.3,0.0,0.0,0.0,0.0,,,Oct-1997
453,7.0,40.0,2.0,,,0.0,0.0,0.0,47.0,3.0,,,18496.0,33.3,0.0,0.0,0.0,2.0,,,Jun-2009
454,2.0,193.0,20.0,,,0.0,0.0,2.0,238.0,24.0,,,3761.0,80.0,0.0,0.0,0.0,0.0,,,Feb-1995
455,1.0,109.0,23.0,,,0.0,0.0,1.0,158.0,23.0,,,2673.0,50.0,0.0,0.0,1.0,0.0,,,Oct-2001
456,2.0,39.0,10.0,,,0.0,0.0,0.0,79.0,10.0,,,1771.0,0.0,0.0,0.0,0.0,1.0,,,May-2008
457,4.0,39.0,2.0,,,0.0,0.0,0.0,97.0,2.0,,,2017.0,12.5,0.0,0.0,0.0,2.0,,,Nov-2006
458,10.0,129.0,2.0,,,0.0,0.0,0.0,154.0,4.0,,,12211.0,0.0,0.0,0.0,0.0,4.0,,,Feb-2002
459,0.0,112.0,45.0,,,0.0,0.0,0.0,101.0,45.0,,,716.0,0.0,0.0,0.0,0.0,0.0,,,Aug-2005
460,2.0,113.0,6.0,,,0.0,0.0,0.0,114.0,35.0,,,15810.0,40.0,0.0,0.0,0.0,1.0,,,Jun-2005
461,4.0,76.0,13.0,,,0.0,0.0,0.0,76.0,13.0,,,6327.0,75.0,0.0,0.0,0.0,0.0,,,Aug-2008
462,1.0,148.0,13.0,,,0.0,0.0,0.0,229.0,13.0,,,6646.0,100.0,0.0,0.0,0.0,0.0,,,Nov-1995
463,5.0,115.0,5.0,,,0.0,0.0,0.0,148.0,13.0,,,12195.0,25.0,0.0,0.0,0.0,1.0,,,Aug-2002
464,7.0,154.0,4.0,,,0.0,0.0,0.0,122.0,4.0,,,2604.0,0.0,0.0,0.0,0.0,4.0,,,Feb-2002
465,2.0,129.0,10.0,,,0.0,0.0,0.0,150.0,17.0,,,17316.0,66.7,0.0,0.0,0.0,1.0,,,Apr-2002
466,7.0,154.0,15.0,,,0.0,0.0,0.0,150.0,15.0,,,28098.0,66.7,0.0,0.0,0.0,0.0,,,Feb-2002
467,3.0,143.0,3.0,,,0.0,0.0,2.0,233.0,3.0,,,63506.0,50.0,0.0,0.0,1.0,1.0,,,Jul-1995
468,1.0,177.0,3.0,,,0.0,0.0,0.0,207.0,3.0,,,40474.0,0.0,0.0,0.0,0.0,1.0,,,Sep-1997
469,2.0,98.0,8.0,,,0.0,0.0,0.0,96.0,8.0,,,547.0,25.0,0.0,0.0,0.0,1.0,,,Oct-2006
470,3.0,66.0,6.0,,,0.0,0.0,0.0,100.0,35.0,,,16279.0,100.0,0.0,0.0,0.0,1.0,,,Aug-2006
471,4.0,137.0,1.0,,,0.0,0.0,2.0,173.0,1.0,,,2208.0,66.7,0.0,0.0,2.0,4.0,,,Jul-2000
472,4.0,143.0,6.0,,,0.0,0.0,1.0,223.0,6.0,,,4020.0,0.0,0.0,0.0,1.0,1.0,,,May-1996
473,4.0,120.0,4.0,,,0.0,0.0,2.0,177.0,19.0,,,2709.0,100.0,0.0,0.0,0.0,1.0,,,Mar-2000
474,1.0,144.0,15.0,,,0.0,0.0,0.0,287.0,39.0,,,6334.0,50.0,0.0,0.0,0.0,0.0,,,Jan-1991
475,6.0,184.0,4.0,,,0.0,0.0,0.0,141.0,5.0,,,24783.0,66.7,0.0,0.0,0.0,4.0,,,Aug-1999
476,6.0,148.0,8.0,,,0.0,0.0,0.0,290.0,8.0,,,5913.0,66.7,0.0,0.0,0.0,4.0,,,Oct-1990
477,3.0,90.0,7.0,,,0.0,0.0,0.0,429.0,7.0,,,1253.0,14.3,0.0,0.0,0.0,2.0,,,Mar-1979
478,6.0,145.0,5.0,,,0.0,0.0,0.0,245.0,5.0,,,10808.0,33.3,0.0,0.0,0.0,5.0,,,Jul-1994
479,4.0,137.0,5.0,,,0.0,0.0,0.0,123.0,5.0,,,28387.0,0.0,0.0,0.0,0.0,3.0,,,Jul-2003
480,2.0,156.0,6.0,,,0.0,0.0,0.0,91.0,6.0,,,3300.0,25.0,0.0,0.0,0.0,1.0,,,Dec-2001
481,4.0,124.0,9.0,,,0.0,0.0,1.0,169.0,9.0,,,681.0,100.0,0.0,0.0,0.0,2.0,,,Nov-2000
482,0.0,106.0,32.0,,,0.0,0.0,0.0,236.0,34.0,,,1795.0,20.0,0.0,0.0,0.0,0.0,,,Apr-1995
483,6.0,189.0,5.0,,,0.0,0.0,0.0,233.0,5.0,,,22835.0,33.3,0.0,0.0,0.0,1.0,,,Jul-1995
484,5.0,64.0,6.0,,,0.0,0.0,0.0,112.0,6.0,,,33769.0,42.9,0.0,0.0,0.0,4.0,,,Aug-2005
485,7.0,147.0,2.0,,,0.0,0.0,0.0,139.0,2.0,,,39455.0,0.0,0.0,0.0,0.0,4.0,,,Sep-2002
486,1.0,133.0,15.0,,,0.0,0.0,0.0,142.0,15.0,,,7020.0,0.0,0.0,0.0,0.0,0.0,,,Feb-2003
487,3.0,154.0,8.0,,,0.0,0.0,1.0,451.0,8.0,,,18717.0,12.5,0.0,0.0,0.0,2.0,,,May-1977
488,4.0,64.0,6.0,,,0.0,0.0,1.0,113.0,6.0,,,1243.0,50.0,0.0,0.0,0.0,2.0,,,Jul-2005
489,1.0,93.0,23.0,,,0.0,0.0,0.0,348.0,23.0,,,1990.0,40.0,0.0,0.0,0.0,0.0,,,Apr-1985
490,3.0,132.0,5.0,,,0.0,0.0,1.0,157.0,5.0,,,13205.0,50.0,0.0,0.0,1.0,2.0,,,Nov-2001
491,3.0,169.0,2.0,,,0.0,0.0,1.0,155.0,2.0,,,3969.0,57.1,0.0,0.0,0.0,1.0,,,Nov-2000
492,1.0,122.0,2.0,,,0.0,0.0,1.0,371.0,2.0,,,3008.0,0.0,0.0,0.0,0.0,1.0,,,Jan-1984
493,2.0,184.0,8.0,,,0.0,0.0,0.0,190.0,114.0,,,9712.0,100.0,0.0,0.0,0.0,2.0,,,Feb-1999
494,3.0,255.0,3.0,,,0.0,0.0,1.0,202.0,5.0,,,21538.0,100.0,0.0,0.0,0.0,3.0,,,Sep-1993
495,6.0,136.0,8.0,,,0.0,0.0,0.0,91.0,8.0,,,17460.0,60.0,0.0,0.0,0.0,2.0,,,Aug-2003
496,4.0,145.0,12.0,,,0.0,0.0,0.0,169.0,12.0,,,38933.0,75.0,0.0,0.0,0.0,1.0,,,Nov-2000
497,1.0,53.0,14.0,,,0.0,0.0,0.0,136.0,78.0,,,2906.0,75.0,0.0,0.0,0.0,0.0,,,Aug-2003
498,3.0,165.0,8.0,,,0.0,0.0,0.0,302.0,8.0,,,21519.0,40.0,0.0,0.0,0.0,2.0,,,Oct-1989
499,7.0,277.0,3.0,,,0.0,0.0,0.0,95.0,10.0,,,34055.0,0.0,0.0,0.0,0.0,4.0,,,Nov-1991
500,8.0,94.0,3.0,,,0.0,0.0,0.0,229.0,3.0,,,2952.0,0.0,0.0,0.0,0.0,5.0,,,Nov-1995
501,4.0,129.0,1.0,,,0.0,0.0,1.0,253.0,1.0,,,33124.0,50.0,0.0,0.0,0.0,2.0,,,Nov-1993
502,1.0,124.0,18.0,,,0.0,0.0,0.0,512.0,18.0,,,19258.0,50.0,0.0,0.0,0.0,0.0,,,Apr-1972
503,2.0,126.0,11.0,,,0.0,0.0,0.0,388.0,23.0,,,3367.0,75.0,0.0,0.0,0.0,1.0,,,Aug-1982
504,9.0,129.0,5.0,,,0.0,0.0,0.0,233.0,5.0,,,6486.0,100.0,0.0,0.0,0.0,3.0,,,Jul-1995
505,7.0,130.0,3.0,,,0.0,0.0,1.0,199.0,3.0,,,23182.0,75.0,0.0,0.0,0.0,2.0,,,May-1998
506,4.0,231.0,8.0,,,0.0,0.0,0.0,161.0,18.0,,,16120.0,50.0,0.0,0.0,0.0,2.0,,,Sep-1995
507,4.0,147.0,12.0,,,1.0,0.0,1.0,223.0,12.0,,,8442.0,87.5,0.0,0.0,1.0,3.0,,,May-1996
508,0.0,90.0,27.0,,,0.0,0.0,0.0,220.0,27.0,,,28759.0,75.0,0.0,0.0,0.0,0.0,,,Aug-1996
509,6.0,147.0,2.0,,,0.0,0.0,2.0,182.0,2.0,,,15590.0,60.0,0.0,0.0,0.0,4.0,,,Oct-1999
510,6.0,261.0,2.0,,,0.0,0.0,0.0,95.0,2.0,,,12098.0,100.0,0.0,0.0,0.0,3.0,,,Mar-1993
511,1.0,32.0,18.0,,,0.0,0.0,0.0,95.0,25.0,,,3199.0,75.0,0.0,0.0,0.0,0.0,,,Jan-2007
512,2.0,134.0,3.0,,,0.0,0.0,2.0,313.0,27.0,,,7481.0,50.0,0.0,0.0,1.0,1.0,,,Aug-1988
513,8.0,108.0,2.0,,,0.0,0.0,0.0,103.0,4.0,,,2057.0,50.0,0.0,0.0,0.0,4.0,,,Dec-2005
514,1.0,137.0,12.0,,,0.0,0.0,4.0,240.0,37.0,,,6799.0,100.0,0.0,0.0,3.0,1.0,,,Dec-1994
515,5.0,123.0,7.0,,,0.0,0.0,0.0,87.0,9.0,,,6256.0,28.6,0.0,0.0,0.0,2.0,,,Aug-1991
516,4.0,119.0,3.0,,,0.0,0.0,0.0,103.0,3.0,,,27479.0,0.0,0.0,0.0,0.0,2.0,,,Jan-2005
517,6.0,79.0,1.0,,,0.0,0.0,0.0,354.0,1.0,,,15086.0,100.0,0.0,0.0,0.0,3.0,,,Jun-1985
518,2.0,102.0,7.0,,,0.0,0.0,0.0,292.0,7.0,,,4003.0,50.0,0.0,0.0,0.0,2.0,,,Aug-1990
519,1.0,158.0,20.0,,,0.0,0.0,0.0,173.0,73.0,,,60277.0,100.0,0.0,0.0,0.0,0.0,,,Jul-2000
520,4.0,18.0,15.0,,,0.0,0.0,2.0,387.0,32.0,,,38478.0,66.7,0.0,0.0,0.0,0.0,,,Sep-1982
521,1.0,133.0,8.0,,,0.0,0.0,0.0,146.0,8.0,,,4379.0,0.0,0.0,0.0,0.0,1.0,,,Oct-2002
522,10.0,102.0,3.0,,,0.0,0.0,0.0,223.0,3.0,,,7215.0,20.0,0.0,0.0,0.0,4.0,,,May-1996
523,5.0,42.0,10.0,,,0.0,0.0,0.0,42.0,11.0,,,4858.0,83.3,0.0,0.0,0.0,2.0,,,Jun-2011
524,2.0,139.0,14.0,,,0.0,0.0,0.0,119.0,14.0,,,33076.0,100.0,0.0,0.0,0.0,0.0,,,May-2003
525,2.0,,17.0,,,0.0,0.0,0.0,243.0,17.0,,,14908.0,20.0,0.0,0.0,0.0,0.0,,,Sep-1994
526,10.0,98.0,7.0,,,0.0,0.0,0.0,63.0,7.0,,,9537.0,50.0,0.0,0.0,0.0,5.0,,,Oct-2006
527,5.0,129.0,6.0,,,0.0,0.0,0.0,261.0,6.0,,,15621.0,100.0,0.0,0.0,0.0,2.0,,,Mar-1993
528,3.0,111.0,4.0,,,0.0,0.0,0.0,128.0,4.0,,,26102.0,100.0,0.0,0.0,0.0,1.0,,,Apr-2004
529,6.0,139.0,8.0,,,0.0,0.0,0.0,341.0,8.0,,,1349.0,0.0,0.0,0.0,0.0,3.0,,,Jul-1986
530,8.0,126.0,2.0,,,0.0,0.0,1.0,204.0,2.0,,,14841.0,100.0,0.0,0.0,0.0,4.0,,,Dec-1997
531,4.0,88.0,3.0,,,0.0,0.0,1.0,292.0,13.0,,,21082.0,25.0,0.0,0.0,0.0,1.0,,,Aug-1990
532,4.0,128.0,11.0,,,0.0,0.0,0.0,151.0,11.0,,,9155.0,0.0,0.0,0.0,0.0,1.0,,,May-2002
533,3.0,101.0,16.0,,,0.0,0.0,0.0,215.0,16.0,,,3921.0,40.0,0.0,0.0,0.0,0.0,,,Jan-1997
534,6.0,171.0,13.0,,,0.0,0.0,0.0,38.0,13.0,,,2566.0,75.0,0.0,0.0,0.0,0.0,,,Sep-2000
535,2.0,36.0,23.0,,,0.0,0.0,0.0,174.0,23.0,,,1987.0,0.0,0.0,0.0,0.0,0.0,,,Jun-2000
536,5.0,32.0,11.0,,,0.0,0.0,0.0,128.0,11.0,,,2706.0,71.4,0.0,0.0,0.0,1.0,,,Apr-2004
537,3.0,121.0,3.0,,,0.0,0.0,1.0,349.0,3.0,,,36380.0,0.0,0.0,0.0,0.0,2.0,,,Nov-1985
538,10.0,128.0,1.0,,,0.0,0.0,0.0,177.0,1.0,,,2967.0,18.2,0.0,0.0,0.0,6.0,,,Mar-2000
539,3.0,104.0,12.0,,,0.0,0.0,0.0,327.0,17.0,,,13309.0,60.0,0.0,0.0,0.0,1.0,,,Sep-1987
540,3.0,134.0,4.0,,,0.0,0.0,2.0,176.0,41.0,,,10171.0,0.0,0.0,0.0,0.0,1.0,,,Apr-2000
541,2.0,92.0,10.0,,,0.0,0.0,0.0,102.0,13.0,,,11973.0,33.3,0.0,0.0,0.0,1.0,,,Jun-2006
542,7.0,149.0,1.0,,,0.0,0.0,0.0,205.0,1.0,,,5047.0,50.0,0.0,0.0,0.0,5.0,,,Nov-1997
543,5.0,111.0,12.0,,,0.0,0.0,0.0,229.0,18.0,,,23944.0,100.0,0.0,0.0,0.0,1.0,,,Apr-1993
544,5.0,39.0,6.0,,,0.0,0.0,0.0,36.0,6.0,,,5887.0,0.0,0.0,0.0,0.0,4.0,,,Sep-2011
545,12.0,111.0,1.0,,,0.0,0.0,0.0,301.0,5.0,,,2462.0,33.3,0.0,0.0,0.0,7.0,,,Nov-1989
546,1.0,97.0,13.0,,,0.0,0.0,0.0,113.0,13.0,,,1549.0,16.7,0.0,0.0,0.0,0.0,,,Jul-2005
547,5.0,103.0,1.0,,,0.0,0.0,0.0,133.0,6.0,,,1400.0,100.0,0.0,0.0,0.0,3.0,,,Nov-2003
548,5.0,130.0,2.0,,,0.0,0.0,0.0,240.0,2.0,,,2491.0,33.3,0.0,0.0,0.0,4.0,,,Dec-1994
549,3.0,129.0,6.0,,,0.0,0.0,0.0,550.0,19.0,,,18325.0,66.7,0.0,0.0,0.0,1.0,,,Feb-1969
550,3.0,,19.0,,,0.0,0.0,0.0,172.0,19.0,,,11723.0,0.0,0.0,0.0,0.0,0.0,,,Aug-2000
551,2.0,33.0,14.0,,,0.0,0.0,0.0,231.0,14.0,,,4862.0,0.0,0.0,0.0,0.0,0.0,,,Sep-1995
552,11.0,161.0,2.0,,,0.0,0.0,0.0,195.0,2.0,,,8729.0,80.0,0.0,0.0,0.0,5.0,,,Sep-1998
553,1.0,213.0,8.0,,,0.0,0.0,0.0,267.0,8.0,,,4651.0,75.0,0.0,0.0,0.0,1.0,,,Sep-1992
554,14.0,131.0,5.0,,,0.0,0.0,1.0,133.0,7.0,,,2494.0,40.0,0.0,0.0,0.0,12.0,,,Nov-2003
555,7.0,144.0,2.0,,,0.0,0.0,1.0,182.0,2.0,,,6405.0,0.0,0.0,0.0,0.0,6.0,,,Jan-1998
556,1.0,195.0,3.0,,,0.0,0.0,0.0,194.0,30.0,,,31919.0,100.0,0.0,0.0,0.0,1.0,,,Sep-1998
557,3.0,232.0,10.0,,,0.0,0.0,2.0,136.0,18.0,,,34151.0,50.0,0.0,0.0,0.0,1.0,,,Aug-1995
558,10.0,95.0,3.0,,,0.0,0.0,0.0,280.0,3.0,,,2580.0,100.0,0.0,0.0,0.0,4.0,,,Aug-1991
559,3.0,121.0,1.0,,,0.0,0.0,0.0,112.0,1.0,,,7611.0,60.0,0.0,0.0,0.0,2.0,,,Nov-2004
560,4.0,113.0,4.0,,,0.0,0.0,2.0,359.0,13.0,,,38521.0,80.0,0.0,0.0,1.0,3.0,,,Jan-1985
561,7.0,56.0,5.0,,,0.0,0.0,0.0,120.0,5.0,,,1597.0,16.7,0.0,0.0,0.0,3.0,,,Dec-2004
562,3.0,135.0,1.0,,,0.0,0.0,3.0,122.0,1.0,,,4436.0,0.0,0.0,0.0,3.0,2.0,,,Sep-2003
563,7.0,125.0,3.0,,,0.0,0.0,0.0,224.0,3.0,,,9140.0,33.3,0.0,0.0,0.0,5.0,,,Apr-1996
564,3.0,99.0,4.0,,,0.0,0.0,0.0,180.0,4.0,,,4039.0,16.7,0.0,0.0,0.0,2.0,,,Dec-1999
565,11.0,119.0,2.0,,,0.0,0.0,0.0,145.0,2.0,,,16960.0,0.0,0.0,0.0,0.0,2.0,,,Nov-2002
566,2.0,124.0,9.0,,,0.0,0.0,1.0,295.0,9.0,,,2504.0,0.0,0.0,1.0,0.0,1.0,,,May-1990
567,6.0,135.0,3.0,,,0.0,0.0,0.0,183.0,3.0,,,19631.0,33.3,0.0,0.0,0.0,2.0,,,Sep-1999
568,5.0,164.0,15.0,,,0.0,0.0,0.0,375.0,15.0,,,13172.0,0.0,0.0,0.0,0.0,0.0,,,Sep-1983
569,6.0,29.0,6.0,,,0.0,0.0,0.0,269.0,6.0,,,35794.0,20.0,0.0,0.0,0.0,1.0,,,Jul-1992
570,1.0,123.0,12.0,,,0.0,1.0,0.0,266.0,12.0,,,96031.0,66.7,0.0,0.0,0.0,1.0,,,Oct-1992
