id,dti,mort_acc,il_util,total_il_high_credit_limit,bc_util,all_util,tot_coll_amt,revol_util,total_rev_hi_lim,open_act_il,bc_open_to_buy,num_actv_rev_tl,num_bc_sats,delinq_amnt,open_acc,tot_cur_bal,num_actv_bc_tl,total_bc_limit,acc_now_delinq
374,18.81,1.0,,66555.0,90.2,,0.0,57.4,27200.0,,1645.0,6.0,4.0,0.0,12.0,195327.0,4.0,16800.0,0.0
375,14.69,0.0,,90004.0,85.3,,0.0,72.1,23900.0,,2973.0,5.0,5.0,0.0,11.0,84335.0,5.0,20200.0,0.0
376,8.93,0.0,,0.0,28.5,,0.0,47.6,14800.0,,4536.0,6.0,7.0,0.0,13.0,15996.0,3.0,9800.0,0.0
377,12.83,0.0,,116489.0,65.2,,1137.0,70.1,12100.0,,3511.0,6.0,5.0,0.0,8.0,118593.0,5.0,10100.0,0.0
378,13.59,1.0,,0.0,95.2,,0.0,80.0,54300.0,,2042.0,10.0,7.0,0.0,12.0,401448.0,7.0,42600.0,0.0
379,17.22,4.0,,35128.0,76.8,,0.0,65.5,23200.0,,3383.0,7.0,4.0,0.0,11.0,148312.0,4.0,14600.0,0.0
380,27.1,7.0,,191191.0,90.7,,1253.0,58.3,29800.0,,1729.0,6.0,5.0,0.0,15.0,581944.0,5.0,18500.0,0.0
381,12.43,3.0,,221628.0,84.2,,0.0,80.8,80700.0,,1694.0,4.0,2.0,0.0,12.0,571603.0,2.0,10700.0,0.0
382,6.7,0.0,,1900.0,92.1,,0.0,66.9,19700.0,,1039.0,9.0,8.0,0.0,13.0,14642.0,6.0,13100.0,0.0
383,12.36,1.0,,21547.0,69.6,,0.0,31.1,21900.0,,2100.0,4.0,3.0,0.0,9.0,186327.0,3.0,6900.0,0.0
384,17.29,0.0,,0.0,84.4,,0.0,79.5,34800.0,,5121.0,7.0,6.0,0.0,9.0,27681.0,6.0,32800.0,0.0
385,21.86,0.0,,31101.0,25.3,,0.0,29.0,42000.0,,23595.0,5.0,5.0,0.0,14.0,36180.0,2.0,31600.0,0.0
386,6.76,0.0,,62810.0,45.3,,0.0,38.1,49800.0,,22853.0,5.0,6.0,0.0,12.0,72600.0,4.0,41800.0,0.0
387,32.67,0.0,,31792.0,42.5,,0.0,40.8,44200.0,,24377.0,4.0,8.0,0.0,13.0,38975.0,4.0,42400.0,0.0
388,18.92,1.0,,31465.0,97.7,,0.0,67.1,27600.0,,257.0,6.0,3.0,0.0,10.0,359501.0,3.0,11000.0,0.0
389,20.29,0.0,,38243.0,77.1,,0.0,75.6,6200.0,,983.0,5.0,3.0,0.0,8.0,24385.0,2.0,4300.0,0.0
390,23.13,3.0,,56128.0,53.2,,0.0,36.3,45600.0,,9453.0,10.0,6.0,0.0,21.0,308387.0,5.0,20200.0,0.0
391,14.13,0.0,,24584.0,54.8,,0.0,30.5,13100.0,,3302.0,6.0,7.0,0.0,17.0,6648.0,5.0,7300.0,0.0
392,20.19,1.0,,13212.0,70.4,,0.0,50.1,29300.0,,4735.0,13.0,7.0,0.0,19.0,23591.0,7.0,16000.0,0.0
393,23.27,0.0,,22118.0,75.2,,0.0,76.1,16900.0,,2752.0,3.0,1.0,0.0,4.0,23680.0,1.0,11100.0,0.0
394,16.42,0.0,,53659.0,59.6,,0.0,49.3,7500.0,,2506.0,2.0,3.0,0.0,7.0,50160.0,2.0,6200.0,0.0
395,9.52,0.0,,16750.0,90.1,,0.0,55.3,13100.0,,493.0,5.0,2.0,0.0,12.0,24475.0,2.0,5000.0,0.0
396,28.2,4.0,,11468.0,103.3,,0.0,31.0,5000.0,,0.0,1.0,1.0,0.0,5.0,70258.0,1.0,1500.0,0.0
397,16.68,3.0,,6300.0,94.1,,0.0,88.9,14500.0,,810.0,3.0,3.0,0.0,7.0,165683.0,3.0,13700.0,0.0
398,18.57,1.0,,8050.0,82.8,,0.0,65.0,19600.0,,2087.0,6.0,4.0,0.0,8.0,192795.0,4.0,12100.0,0.0
399,22.93,0.0,,75736.0,53.5,,440.0,48.6,8100.0,,2839.0,4.0,4.0,0.0,11.0,77248.0,3.0,6100.0,0.0
400,8.2,0.0,,13650.0,98.8,,230.0,59.3,4100.0,,18.0,4.0,1.0,0.0,6.0,12536.0,1.0,1500.0,0.0
401,23.02,1.0,,37243.0,95.8,,90.0,57.5,12400.0,,158.0,6.0,2.0,0.0,10.0,103333.0,2.0,3800.0,0.0
402,15.45,0.0,,100669.0,98.9,,0.0,98.9,26500.0,,270.0,3.0,2.0,0.0,9.0,116297.0,2.0,25500.0,0.0
403,29.74,2.0,,88256.0,32.7,,0.0,30.9,62800.0,,39907.0,4.0,8.0,0.0,15.0,104826.0,4.0,59300.0,0.0
404,17.52,4.0,,39240.0,61.2,,0.0,56.2,15600.0,,2564.0,4.0,3.0,0.0,10.0,324834.0,3.0,6600.0,0.0
405,12.76,2.0,,32081.0,44.6,,0.0,28.3,81600.0,,25704.0,12.0,6.0,56.0,23.0,120943.0,6.0,46400.0,1.0
406,2.48,2.0,,27279.0,38.3,,0.0,34.3,6700.0,,3702.0,2.0,4.0,0.0,9.0,17917.0,2.0,6000.0,0.0
407,8.82,0.0,,183927.0,96.2,,0.0,96.2,5800.0,,223.0,4.0,4.0,0.0,9.0,182810.0,4.0,5800.0,0.0
408,22.59,3.0,,67360.0,90.3,,0.0,94.6,21500.0,,1129.0,5.0,3.0,0.0,12.0,293240.0,3.0,11600.0,0.0
409,10.62,0.0,,24674.0,19.6,,0.0,15.0,38500.0,,16485.0,4.0,4.0,0.0,11.0,20266.0,3.0,20500.0,0.0
410,15.98,0.0,,44900.0,77.8,,0.0,63.2,21000.0,,3469.0,4.0,8.0,0.0,19.0,47214.0,3.0,15600.0,0.0
411,19.17,5.0,,13669.0,12.0,,125.0,10.9,90300.0,,61256.0,10.0,8.0,0.0,15.0,18214.0,7.0,69600.0,0.0
412,19.01,1.0,,43065.0,54.9,,0.0,54.9,3600.0,,1173.0,4.0,3.0,0.0,13.0,202506.0,3.0,2600.0,0.0
413,18.04,0.0,,16434.0,70.1,,0.0,70.1,2000.0,,597.0,1.0,1.0,0.0,3.0,7757.0,1.0,2000.0,0.0
414,21.33,0.0,,9485.0,35.6,,0.0,28.2,39600.0,,18618.0,14.0,10.0,0.0,21.0,16405.0,8.0,28900.0,0.0
415,6.7,0.0,,25343.0,0.0,,0.0,0.0,127200.0,,127195.0,1.0,8.0,0.0,9.0,17938.0,1.0,127200.0,0.0
416,13.8,2.0,,84891.0,61.4,,0.0,56.5,50700.0,,15993.0,5.0,4.0,0.0,11.0,580047.0,3.0,41400.0,0.0
417,16.39,0.0,,34552.0,84.5,,0.0,84.5,15500.0,,2398.0,3.0,3.0,0.0,6.0,29538.0,3.0,15500.0,0.0
418,4.93,0.0,,32136.0,101.7,,0.0,65.5,9100.0,,0.0,3.0,2.0,0.0,9.0,33839.0,2.0,2900.0,0.0
419,13.4,2.0,,12000.0,,,0.0,77.9,16200.0,,,3.0,0.0,0.0,6.0,23461.0,0.0,0.0,0.0
420,20.77,7.0,,38036.0,88.0,,0.0,39.1,36300.0,,1174.0,6.0,4.0,0.0,15.0,249125.0,3.0,9800.0,0.0
421,21.39,4.0,,12000.0,63.1,,60.0,49.2,16800.0,,4239.0,10.0,5.0,9.0,17.0,168028.0,5.0,11500.0,1.0
422,25.54,0.0,,14000.0,72.5,,0.0,58.1,20400.0,,2972.0,15.0,9.0,0.0,17.0,23446.0,9.0,10800.0,0.0
423,15.25,6.0,,27320.0,50.3,,0.0,52.1,25800.0,,3929.0,6.0,2.0,0.0,9.0,231903.0,1.0,7900.0,0.0
424,15.26,2.0,,81099.0,54.3,,0.0,46.7,25400.0,,9595.0,3.0,4.0,0.0,15.0,302742.0,2.0,21000.0,0.0
425,14.75,0.0,,7550.0,94.4,,0.0,82.5,11900.0,,587.0,4.0,4.0,0.0,6.0,14583.0,4.0,10400.0,0.0
426,4.46,0.0,,5827.0,0.4,,0.0,0.4,6500.0,,6475.0,1.0,3.0,0.0,4.0,4490.0,1.0,6500.0,0.0
427,22.51,0.0,,27384.0,96.7,,0.0,96.7,3500.0,,114.0,3.0,3.0,0.0,7.0,21235.0,3.0,3500.0,0.0
428,11.0,2.0,,15000.0,97.7,,0.0,97.7,20000.0,,458.0,3.0,3.0,0.0,5.0,235482.0,3.0,20000.0,0.0
429,16.88,5.0,,233787.0,94.6,,316.0,86.9,61900.0,,2446.0,8.0,5.0,0.0,15.0,692497.0,5.0,47600.0,0.0
430,10.58,2.0,,20867.0,49.7,,830.0,36.8,30100.0,,11169.0,5.0,5.0,0.0,13.0,31280.0,4.0,22200.0,0.0
431,16.62,0.0,,25000.0,73.8,,0.0,55.9,25100.0,,4976.0,3.0,3.0,0.0,6.0,37997.0,3.0,19000.0,0.0
432,17.35,4.0,,189616.0,96.5,,0.0,61.3,26000.0,,35.0,10.0,1.0,0.0,37.0,340768.0,1.0,1000.0,0.0
433,14.86,4.0,,19017.0,60.2,,0.0,50.8,23800.0,,7597.0,6.0,8.0,0.0,11.0,23512.0,5.0,19100.0,0.0
434,19.07,1.0,,66634.0,74.0,,0.0,51.3,20700.0,,2939.0,8.0,5.0,0.0,20.0,53755.0,5.0,11300.0,0.0
435,29.51,4.0,,14040.0,75.2,,3508.0,88.4,38200.0,,1290.0,6.0,3.0,0.0,12.0,237462.0,3.0,5200.0,0.0
436,14.64,0.0,,50841.0,23.3,,0.0,77.6,10500.0,,1918.0,3.0,1.0,0.0,7.0,49652.0,1.0,2500.0,0.0
437,10.69,1.0,,46416.0,58.7,,45.0,46.9,13800.0,,2805.0,2.0,2.0,0.0,7.0,88657.0,1.0,6800.0,0.0
438,35.36,2.0,,112796.0,92.9,,0.0,77.6,22000.0,,404.0,9.0,2.0,0.0,18.0,123666.0,1.0,5700.0,0.0
439,16.54,0.0,,9422.0,60.5,,0.0,52.7,12200.0,,3869.0,4.0,4.0,0.0,8.0,14316.0,3.0,9800.0,0.0
440,10.6,5.0,,22977.0,59.0,,0.0,53.3,71700.0,,26562.0,4.0,7.0,0.0,13.0,507705.0,4.0,64800.0,0.0
441,11.21,2.0,,18008.0,63.3,,0.0,53.4,50600.0,,15532.0,8.0,6.0,51.0,13.0,180415.0,6.0,42300.0,1.0
442,10.66,0.0,,0.0,85.3,,0.0,67.3,13200.0,,1504.0,4.0,3.0,0.0,4.0,8887.0,3.0,10200.0,0.0
443,6.41,2.0,,0.0,88.9,,0.0,93.1,32200.0,,2753.0,3.0,3.0,0.0,4.0,29992.0,2.0,24800.0,0.0
444,6.8,2.0,,20000.0,44.9,,0.0,38.1,39300.0,,18346.0,6.0,6.0,0.0,10.0,401274.0,6.0,33300.0,0.0
445,15.09,0.0,,10000.0,73.5,,0.0,49.3,28900.0,,5143.0,7.0,8.0,0.0,14.0,21257.0,7.0,19400.0,0.0
446,9.58,3.0,,124594.0,65.3,,0.0,42.9,41300.0,,8291.0,6.0,5.0,0.0,17.0,365729.0,4.0,23900.0,0.0
447,26.46,0.0,,11440.0,95.8,,0.0,64.4,4800.0,,76.0,4.0,1.0,0.0,5.0,11673.0,1.0,1800.0,0.0
448,21.79,0.0,,46643.0,68.9,,0.0,50.3,34600.0,,6090.0,6.0,4.0,0.0,10.0,54467.0,4.0,19600.0,0.0
449,17.15,5.0,,25770.0,54.3,,0.0,44.0,26100.0,,6995.0,6.0,3.0,0.0,14.0,155275.0,2.0,15300.0,0.0
450,38.14,3.0,,38346.0,85.8,,0.0,68.7,23800.0,,356.0,15.0,3.0,0.0,17.0,142239.0,3.0,2500.0,0.0
451,7.72,3.0,,0.0,84.0,,0.0,73.1,27300.0,,3318.0,4.0,2.0,0.0,6.0,225568.0,2.0,20800.0,0.0
452,6.21,4.0,,0.0,67.6,,0.0,36.1,42100.0,,6503.0,5.0,3.0,0.0,9.0,266761.0,3.0,20100.0,0.0
453,27.1,1.0,,150081.0,37.5,,0.0,28.8,13700.0,,6561.0,2.0,3.0,0.0,15.0,277442.0,2.0,10500.0,0.0
454,29.37,2.0,,82059.0,20.9,,0.0,21.3,38200.0,,29976.0,6.0,5.0,0.0,20.0,71458.0,5.0,37900.0,0.0
455,24.43,0.0,,9057.0,82.9,,0.0,81.0,12400.0,,682.0,4.0,2.0,0.0,6.0,13363.0,2.0,4000.0,0.0
456,7.33,1.0,,15801.0,22.1,,0.0,22.3,21800.0,,16353.0,7.0,6.0,0.0,8.0,14164.0,6.0,21000.0,0.0
457,16.39,0.0,,22560.0,41.9,,0.0,40.0,19900.0,,11038.0,4.0,8.0,0.0,10.0,20168.0,4.0,19000.0,0.0
458,20.43,2.0,,44914.0,0.0,,0.0,38.0,36900.0,,3300.0,3.0,2.0,0.0,18.0,195368.0,0.0,3300.0,0.0
459,12.22,0.0,,29964.0,4.4,,0.0,4.4,1800.0,,1720.0,1.0,1.0,0.0,4.0,2863.0,1.0,1800.0,0.0
460,29.66,1.0,,71796.0,46.9,,0.0,45.9,33800.0,,15550.0,5.0,5.0,0.0,13.0,205532.0,4.0,29300.0,0.0
461,19.51,0.0,,51905.0,77.0,,0.0,61.1,14000.0,,2532.0,4.0,4.0,0.0,8.0,50612.0,3.0,11000.0,0.0
462,13.3,0.0,,17398.0,98.1,,0.0,97.3,37800.0,,666.0,6.0,5.0,0.0,7.0,46524.0,5.0,34300.0,0.0
463,27.0,2.0,,133150.0,55.3,,0.0,42.1,31200.0,,8487.0,2.0,4.0,0.0,10.0,121945.0,1.0,19000.0,0.0
464,27.91,0.0,,68504.0,6.5,,0.0,4.5,38700.0,,21029.0,4.0,6.0,0.0,19.0,44275.0,2.0,22500.0,0.0
465,19.44,3.0,,18825.0,45.7,,0.0,39.6,29400.0,,13851.0,2.0,3.0,0.0,8.0,121211.0,2.0,25500.0,0.0
466,7.62,2.0,,32018.0,75.0,,0.0,57.4,19100.0,,3570.0,3.0,3.0,0.0,8.0,224780.0,2.0,14300.0,0.0
467,13.04,3.0,,21931.0,44.8,,0.0,76.4,24000.0,,3808.0,2.0,2.0,0.0,8.0,381037.0,1.0,6900.0,0.0
468,7.57,2.0,,23704.0,48.7,,0.0,48.7,21500.0,,11039.0,2.0,3.0,0.0,5.0,202370.0,2.0,21500.0,0.0
469,8.95,0.0,,0.0,59.1,,0.0,44.0,8700.0,,1716.0,6.0,4.0,0.0,7.0,3828.0,4.0,4200.0,0.0
470,15.06,1.0,,17222.0,90.6,,0.0,53.3,25900.0,,992.0,8.0,3.0,0.0,13.0,195344.0,3.0,10500.0,0.0
471,13.15,2.0,,49773.0,50.5,,0.0,38.7,30600.0,,8856.0,5.0,3.0,0.0,10.0,22083.0,2.0,17900.0,0.0
472,18.5,6.0,,32185.0,26.5,,0.0,29.6,39600.0,,27330.0,5.0,4.0,0.0,10.0,36178.0,3.0,37200.0,0.0
473,38.99,0.0,,28538.0,99.8,,0.0,59.7,32200.0,,13.0,6.0,1.0,0.0,14.0,37925.0,1.0,5500.0,0.0
474,24.75,1.0,,36377.0,86.7,,0.0,61.6,22500.0,,1067.0,4.0,2.0,0.0,7.0,44338.0,1.0,8000.0,0.0
475,10.02,0.0,,376929.0,78.3,,50.0,68.8,16700.0,,2041.0,4.0,3.0,0.0,21.0,470868.0,2.0,9400.0,0.0
476,15.22,2.0,,84142.0,28.6,,0.0,37.1,49500.0,,30363.0,14.0,9.0,0.0,18.0,106425.0,9.0,42500.0,0.0
477,13.17,0.0,,0.0,24.9,,0.0,18.5,74300.0,,39450.0,6.0,7.0,0.0,11.0,13781.0,4.0,52500.0,0.0
478,16.82,3.0,,19693.0,49.3,,0.0,52.6,25100.0,,1928.0,8.0,4.0,0.0,13.0,118887.0,2.0,3800.0,0.0
479,26.36,2.0,,59064.0,51.3,,0.0,41.1,13000.0,,3166.0,6.0,4.0,0.0,11.0,283874.0,4.0,6500.0,0.0
480,19.12,0.0,,24334.0,74.4,,0.0,54.7,39500.0,,7370.0,6.0,4.0,0.0,12.0,39594.0,4.0,28800.0,0.0
481,11.66,0.0,,0.0,80.4,,0.0,37.3,20100.0,,294.0,7.0,1.0,0.0,11.0,7496.0,1.0,1500.0,0.0
482,15.7,0.0,,15000.0,41.0,,0.0,30.4,30300.0,,13163.0,3.0,5.0,0.0,11.0,17947.0,2.0,22300.0,0.0
483,16.84,2.0,,130273.0,44.1,,0.0,25.1,29900.0,,8559.0,3.0,3.0,0.0,11.0,251185.0,1.0,15300.0,0.0
484,23.67,1.0,,112758.0,61.2,,0.0,54.6,44800.0,,14838.0,8.0,7.0,0.0,15.0,506540.0,7.0,38200.0,0.0
485,10.37,4.0,,39262.0,1.2,,0.0,53.0,46800.0,,17579.0,5.0,3.0,0.0,8.0,315640.0,3.0,17800.0,0.0
486,11.48,2.0,,0.0,32.6,,0.0,27.6,39100.0,,22303.0,2.0,3.0,0.0,5.0,35099.0,2.0,33100.0,0.0
487,11.34,5.0,,14000.0,59.8,,0.0,49.2,60500.0,,18821.0,9.0,8.0,0.0,20.0,336899.0,5.0,46800.0,0.0
488,20.52,0.0,,13683.0,75.9,,0.0,69.7,6400.0,,724.0,4.0,2.0,0.0,7.0,8698.0,2.0,3000.0,0.0
489,7.88,0.0,,15284.0,31.2,,136.0,31.2,43100.0,,29654.0,3.0,6.0,0.0,10.0,15922.0,3.0,43100.0,0.0
490,19.52,2.0,,50608.0,55.9,,0.0,67.8,81500.0,,12248.0,8.0,4.0,0.0,14.0,184864.0,4.0,27800.0,0.0
491,20.78,0.0,,33078.0,78.4,,0.0,79.8,27300.0,,2706.0,10.0,7.0,0.0,13.0,51591.0,6.0,12500.0,0.0
492,15.48,0.0,,17500.0,31.5,,0.0,31.1,23900.0,,14724.0,4.0,5.0,0.0,9.0,21055.0,3.0,21500.0,0.0
493,13.77,0.0,,0.0,96.5,,0.0,96.5,30200.0,,1063.0,3.0,3.0,0.0,3.0,29137.0,3.0,30200.0,0.0
494,23.77,3.0,,50104.0,88.4,,0.0,77.0,28400.0,,1841.0,9.0,5.0,0.0,14.0,301538.0,5.0,15900.0,0.0
495,23.27,1.0,,38573.0,78.3,,0.0,69.5,30700.0,,4764.0,7.0,5.0,0.0,15.0,244439.0,5.0,22000.0,0.0
496,17.84,1.0,,27490.0,89.3,,0.0,75.0,30200.0,,1658.0,7.0,4.0,0.0,9.0,350400.0,4.0,15500.0,0.0
497,16.89,1.0,,0.0,69.8,,0.0,64.0,36200.0,,10032.0,4.0,4.0,0.0,8.0,23248.0,4.0,33200.0,0.0
498,10.06,4.0,,0.0,70.0,,0.0,56.4,60900.0,,13792.0,7.0,5.0,0.0,13.0,279744.0,5.0,46000.0,0.0
499,19.95,1.0,,22667.0,8.2,,0.0,8.2,4000.0,,3671.0,1.0,2.0,0.0,7.0,238383.0,1.0,4000.0,0.0
500,25.89,0.0,,37684.0,17.2,,300.0,21.1,48500.0,,30151.0,7.0,6.0,0.0,18.0,44286.0,3.0,36400.0,0.0
501,14.26,3.0,,72233.0,59.2,,0.0,64.1,16000.0,,4893.0,5.0,4.0,0.0,11.0,331235.0,3.0,12000.0,0.0
502,20.37,1.0,,0.0,71.0,,0.0,69.1,55500.0,,15079.0,7.0,6.0,0.0,8.0,154064.0,6.0,52000.0,0.0
503,30.53,2.0,,30000.0,60.7,,0.0,61.3,37400.0,,11914.0,7.0,4.0,0.0,13.0,33665.0,3.0,30300.0,0.0
504,18.84,4.0,,103890.0,87.6,,44.0,69.0,16500.0,,742.0,6.0,1.0,0.0,16.0,103774.0,1.0,6000.0,0.0
505,25.19,3.0,,66724.0,90.2,,0.0,92.6,74900.0,,2709.0,7.0,4.0,0.0,16.0,347731.0,4.0,27600.0,0.0
506,17.51,6.0,,47280.0,78.2,,0.0,78.2,15000.0,,3268.0,2.0,4.0,0.0,10.0,161202.0,2.0,15000.0,0.0
507,22.12,0.0,,111345.0,72.1,,0.0,70.8,27200.0,,7447.0,8.0,8.0,0.0,12.0,101301.0,8.0,26700.0,0.0
508,22.53,1.0,,0.0,82.7,,0.0,81.8,232200.0,,4676.0,6.0,4.0,0.0,8.0,230068.0,4.0,27000.0,0.0
509,32.92,1.0,,151746.0,75.9,,0.0,70.1,21200.0,,4731.0,4.0,5.0,0.0,23.0,342975.0,4.0,19600.0,0.0
510,26.55,2.0,,42831.0,90.8,,0.0,49.1,16700.0,,231.0,4.0,1.0,0.0,9.0,108883.0,1.0,2500.0,0.0
511,23.1,0.0,,30000.0,93.9,,0.0,85.1,12600.0,,577.0,5.0,4.0,0.0,9.0,28788.0,3.0,9500.0,0.0
512,18.48,4.0,,87262.0,70.6,,0.0,61.6,43600.0,,10831.0,7.0,6.0,0.0,12.0,89772.0,6.0,36800.0,0.0
513,27.25,0.0,,50479.0,61.4,,0.0,39.0,28900.0,,4403.0,11.0,6.0,0.0,18.0,37024.0,6.0,11400.0,0.0
514,14.59,8.0,,46738.0,85.5,,0.0,85.5,4000.0,,578.0,1.0,2.0,0.0,6.0,33995.0,1.0,4000.0,0.0
515,35.28,1.0,,83659.0,42.5,,0.0,37.9,40000.0,,20535.0,4.0,7.0,0.0,13.0,81328.0,4.0,35700.0,0.0
516,18.95,3.0,,89695.0,1.6,,633.0,1.0,19900.0,,12797.0,2.0,3.0,0.0,12.0,274785.0,2.0,13000.0,0.0
517,39.73,0.0,,15494.0,93.7,,0.0,49.4,160100.0,,266.0,7.0,4.0,0.0,13.0,150858.0,3.0,4200.0,0.0
518,20.68,0.0,,0.0,74.0,,0.0,74.5,43000.0,,8349.0,6.0,6.0,0.0,8.0,32026.0,5.0,32100.0,0.0
519,12.1,4.0,,26135.0,94.3,,0.0,91.7,41100.0,,2268.0,4.0,3.0,0.0,6.0,361663.0,3.0,39600.0,0.0
520,26.32,3.0,,15756.0,83.4,,0.0,75.8,13200.0,,1855.0,3.0,3.0,0.0,9.0,307822.0,2.0,11200.0,0.0
521,4.64,1.0,,21817.0,37.4,,0.0,37.4,35900.0,,22469.0,5.0,5.0,0.0,7.0,30650.0,5.0,35900.0,0.0
522,26.32,1.0,,39784.0,49.8,,0.0,46.0,111600.0,,48254.0,17.0,15.0,0.0,24.0,165941.0,15.0,96100.0,0.0
523,32.41,0.0,,31051.0,83.9,,0.0,83.0,87800.0,,12220.0,14.0,12.0,0.0,18.0,87449.0,12.0,75800.0,0.0
524,17.61,3.0,,6931.0,93.6,,0.0,93.5,22300.0,,1411.0,5.0,4.0,0.0,7.0,231531.0,4.0,21900.0,0.0
525,4.06,2.0,,0.0,51.3,,0.0,51.3,22400.0,,9012.0,4.0,6.0,0.0,10.0,119265.0,3.0,18500.0,0.0
526,10.35,0.0,,293320.0,68.9,,0.0,58.3,24500.0,,4356.0,5.0,2.0,0.0,33.0,314736.0,2.0,14000.0,0.0
527,18.4,3.0,,70371.0,100.5,,0.0,82.5,27900.0,,0.0,10.0,5.0,0.0,15.0,234320.0,5.0,9000.0,0.0
528,17.48,7.0,,15682.0,99.5,,0.0,87.2,55900.0,,143.0,7.0,3.0,0.0,14.0,339324.0,3.0,30000.0,0.0
529,11.29,7.0,,13222.0,34.5,,0.0,23.9,17400.0,,7602.0,7.0,5.0,0.0,13.0,16183.0,5.0,11600.0,0.0
530,14.01,3.0,,7641.0,95.1,,0.0,75.4,46500.0,,1708.0,9.0,6.0,0.0,15.0,222611.0,6.0,35200.0,0.0
531,19.36,4.0,,123501.0,32.2,,0.0,31.6,130400.0,,83641.0,6.0,13.0,0.0,21.0,421636.0,5.0,123400.0,0.0
532,19.58,3.0,,34446.0,50.7,,431.0,40.4,6900.0,,2713.0,2.0,2.0,0.0,13.0,119015.0,2.0,5500.0,0.0
533,20.66,3.0,,0.0,48.5,,0.0,66.5,47200.0,,15141.0,8.0,5.0,0.0,8.0,31365.0,5.0,29400.0,0.0
534,21.6,0.0,,40609.0,91.7,,0.0,79.1,18400.0,,1069.0,5.0,4.0,0.0,14.0,35917.0,4.0,12900.0,0.0
535,6.72,0.0,,15106.0,18.6,,0.0,16.4,47000.0,,33784.0,2.0,3.0,0.0,6.0,11921.0,2.0,41500.0,0.0
536,34.13,0.0,,36995.0,61.9,,0.0,51.7,23700.0,,7543.0,6.0,7.0,0.0,12.0,32466.0,6.0,19800.0,0.0
537,1.61,5.0,,0.0,36.1,,0.0,31.7,14200.0,,6514.0,5.0,4.0,0.0,7.0,254657.0,4.0,10200.0,0.0
538,18.88,0.0,,42278.0,17.4,,0.0,16.9,29900.0,,23950.0,3.0,11.0,0.0,14.0,41542.0,3.0,29000.0,0.0
539,15.84,2.0,,22314.0,64.2,,0.0,44.8,10900.0,,2292.0,6.0,6.0,0.0,13.0,146398.0,5.0,6400.0,0.0
540,25.89,3.0,,162990.0,0.0,,418.0,29.1,13700.0,,3200.0,1.0,2.0,0.0,30.0,305133.0,0.0,3200.0,0.0
541,26.37,1.0,,52728.0,41.4,,0.0,26.3,17300.0,,4865.0,3.0,3.0,0.0,11.0,131706.0,1.0,8300.0,0.0
542,9.99,0.0,,56207.0,84.0,,0.0,32.1,18400.0,,1088.0,3.0,2.0,0.0,12.0,60564.0,2.0,6800.0,0.0
543,19.55,2.0,,28584.0,98.3,,644.0,75.5,37700.0,,171.0,10.0,5.0,0.0,13.0,311276.0,5.0,9900.0,0.0
544,18.67,0.0,,29933.0,13.7,,0.0,21.7,10000.0,,6474.0,2.0,3.0,0.0,5.0,29433.0,1.0,7500.0,0.0
545,21.1,3.0,,36441.0,50.1,,0.0,43.3,38700.0,,5794.0,16.0,6.0,0.0,22.0,51711.0,6.0,11600.0,0.0
546,22.45,0.0,,18500.0,49.7,,0.0,48.7,17800.0,,6583.0,7.0,6.0,0.0,11.0,17043.0,6.0,13100.0,0.0
547,24.22,0.0,,30991.0,99.1,,0.0,77.3,13300.0,,92.0,5.0,4.0,0.0,13.0,16805.0,4.0,10100.0,0.0
548,6.97,5.0,,0.0,65.9,,0.0,80.7,21600.0,,2420.0,6.0,3.0,0.0,7.0,17436.0,2.0,7100.0,0.0
549,9.57,3.0,,6000.0,81.2,,0.0,32.9,6700.0,,413.0,4.0,4.0,0.0,9.0,128278.0,3.0,2200.0,0.0
550,2.9,1.0,,0.0,10.0,,0.0,10.0,66500.0,,59863.0,5.0,7.0,0.0,8.0,93786.0,5.0,66500.0,0.0
551,7.79,4.0,,45525.0,26.2,,0.0,26.2,64300.0,,14246.0,4.0,7.0,0.0,11.0,53479.0,3.0,19300.0,0.0
552,31.12,3.0,,56578.0,87.9,,0.0,65.2,37900.0,,2414.0,11.0,5.0,0.0,20.0,165851.0,5.0,20000.0,0.0
553,17.44,0.0,,23493.0,92.5,,0.0,94.5,18400.0,,854.0,6.0,4.0,0.0,9.0,32560.0,4.0,11400.0,0.0
554,6.59,2.0,,35604.0,76.3,,0.0,55.0,32400.0,,5505.0,7.0,5.0,0.0,20.0,49882.0,5.0,23200.0,0.0
555,22.85,1.0,,133297.0,20.1,,0.0,13.3,30600.0,,16226.0,1.0,6.0,0.0,21.0,134495.0,1.0,20300.0,0.0
556,17.5,2.0,,51896.0,99.0,,0.0,97.8,57200.0,,539.0,7.0,7.0,0.0,13.0,383029.0,6.0,55100.0,0.0
557,23.91,7.0,,173218.0,79.2,,2393.0,48.3,48100.0,,4057.0,10.0,4.0,0.0,20.0,614712.0,4.0,19500.0,0.0
558,22.29,1.0,,26508.0,100.5,,0.0,71.4,13800.0,,0.0,7.0,3.0,0.0,11.0,25804.0,3.0,5800.0,0.0
559,39.77,0.0,,92062.0,63.7,,0.0,65.7,22900.0,,7229.0,6.0,5.0,0.0,11.0,76113.0,4.0,19900.0,0.0
560,9.08,2.0,,70696.0,91.1,,0.0,74.7,23200.0,,1332.0,6.0,5.0,0.0,15.0,539288.0,4.0,14900.0,0.0
561,21.47,0.0,,19499.0,30.5,,0.0,30.3,58200.0,,32116.0,10.0,12.0,0.0,17.0,27151.0,8.0,46200.0,0.0
